Date,Open,High,Low,Close,Volume
2021-05-04 14:31:00,56123.87000000,56129.58000000,56038.90000000,56054.56000000,24.10216700
2021-05-04 14:32:00,56054.56000000,56090.94000000,56053.24000000,56053.25000000,59.09957900
2021-05-04 14:33:00,56053.25000000,56053.25000000,56006.21000000,56006.21000000,37.94274900
2021-05-04 14:34:00,56006.21000000,56039.00000000,56000.00000000,56039.00000000,19.84233900
2021-05-04 14:35:00,56039.00000000,56080.94000000,56024.12000000,56080.93000000,48.66698500
2021-05-04 14:36:00,56080.94000000,56097.60000000,56042.61000000,56045.55000000,21.63813300
2021-05-04 14:37:00,56045.56000000,56071.32000000,56029.43000000,56054.44000000,38.83392100
2021-05-04 14:38:00,56054.44000000,56073.74000000,56054.43000000,56064.49000000,25.26479000
2021-05-04 14:39:00,56064.48000000,56087.16000000,56029.44000000,56070.90000000,65.66107700
2021-05-04 14:40:00,56071.66000000,56084.37000000,56049.54000000,56053.64000000,32.86701600
2021-05-04 14:41:00,56056.44000000,56144.28000000,56049.58000000,56144.27000000,24.91027400
2021-05-04 14:42:00,56144.27000000,56144.28000000,56115.33000000,56119.01000000,21.79768000
2021-05-04 14:43:00,56119.01000000,56119.01000000,56074.45000000,56079.01000000,37.50943100
2021-05-04 14:44:00,56079.01000000,56090.51000000,56027.00000000,56050.24000000,22.68643600
2021-05-04 14:45:00,56050.24000000,56050.24000000,56000.00000000,56041.68000000,36.52214000
2021-05-04 14:46:00,56041.69000000,56078.71000000,56036.05000000,56048.43000000,18.86170100
2021-05-04 14:47:00,56048.42000000,56064.55000000,56000.00000000,56004.66000000,26.76124800
2021-05-04 14:48:00,56004.66000000,56035.00000000,56000.00000000,56011.56000000,17.71173600
2021-05-04 14:49:00,56011.56000000,56039.01000000,56000.06000000,56014.10000000,22.63937500
2021-05-04 14:50:00,56012.02000000,56048.45000000,56010.49000000,56039.98000000,23.30802500
2021-05-04 14:51:00,56039.99000000,56058.68000000,56021.27000000,56023.02000000,19.82135200
