Date,Open,High,Low,Close,Volume
2021-05-04 21:00:00,56020.56000000,56020.56000000,55968.37000000,55974.68000000,51.18776200
2021-05-04 21:01:00,55974.68000000,56009.41000000,55900.13000000,55918.74000000,39.66567300
2021-05-04 21:02:00,55918.73000000,55925.41000000,55740.79000000,55830.61000000,122.61057400
2021-05-04 21:03:00,55830.62000000,55935.21000000,55830.62000000,55930.00000000,34.93649500
2021-05-04 21:04:00,55929.99000000,55939.33000000,55860.47000000,55876.91000000,29.28228500
2021-05-04 21:05:00,55876.91000000,55947.00000000,55876.91000000,55930.60000000,37.03878000
2021-05-04 21:06:00,55932.48000000,55947.00000000,55888.01000000,55895.65000000,44.28465700
2021-05-04 21:07:00,55895.65000000,55911.39000000,55838.98000000,55849.93000000,34.33580000
2021-05-04 21:08:00,55849.93000000,55900.00000000,55836.00000000,55894.62000000,35.82805200
2021-05-04 21:09:00,55893.28000000,55950.00000000,55879.18000000,55913.97000000,70.74652900
2021-05-04 21:10:00,55913.97000000,55913.97000000,55853.10000000,55895.28000000,38.63985900
2021-05-04 21:11:00,55895.27000000,55910.75000000,55875.17000000,55886.79000000,56.69016100
2021-05-04 21:12:00,55886.80000000,55898.95000000,55836.00000000,55857.47000000,53.32111600
2021-05-04 21:13:00,55857.47000000,55907.18000000,55850.00000000,55872.00000000,38.73396100
2021-05-04 21:14:00,55872.00000000,55936.26000000,55854.99000000,55909.27000000,30.06281800
2021-05-04 21:15:00,55909.27000000,56077.01000000,55909.27000000,56042.34000000,69.20868400
2021-05-04 21:16:00,56040.84000000,56120.00000000,56021.82000000,56114.22000000,57.77714700
2021-05-04 21:17:00,56114.18000000,56114.19000000,55991.19000000,56062.03000000,37.60846600
2021-05-04 21:18:00,56062.02000000,56062.03000000,55976.96000000,56034.25000000,39.27430600
2021-05-04 21:19:00,56034.25000000,56036.95000000,56000.00000000,56003.37000000,20.45418700
2021-05-04 21:20:00,56003.37000000,56019.76000000,55957.23000000,56019.75000000,39.27511400
2021-05-04 21:21:00,56019.75000000,56048.18000000,55999.99000000,56030.00000000,64.47729900
2021-05-04 21:22:00,56030.00000000,56118.47000000,56019.75000000,56078.99000000,75.93337000
2021-05-04 21:23:00,56078.98000000,56089.75000000,56009.96000000,56012.73000000,85.36049100
2021-05-04 21:24:00,56012.74000000,56012.74000000,55950.00000000,55960.68000000,54.22103400
2021-05-04 21:25:00,55960.69000000,55970.02000000,55906.65000000,55947.17000000,48.16603100
2021-05-04 21:26:00,55947.18000000,55959.99000000,55925.00000000,55955.47000000,70.28172500
2021-05-04 21:27:00,55955.48000000,55960.00000000,55860.00000000,55869.49000000,111.28239200
2021-05-04 21:28:00,55869.49000000,55944.59000000,55825.00000000,55925.71000000,56.11110900
2021-05-04 21:29:00,55925.71000000,55925.71000000,55862.21000000,55886.26000000,36.31895300
2021-05-04 21:30:00,55886.25000000,55892.70000000,55826.05000000,55843.95000000,61.49913900
2021-05-04 21:31:00,55843.96000000,55906.98000000,55840.35000000,55906.97000000,43.47296600
2021-05-04 21:32:00,55906.97000000,55918.61000000,55906.97000000,55918.60000000,3.14290400
