Date,Open,High,Low,Close,Volume
2021-04-18 23:07:00,55168.18000000,55184.35000000,55140.00000000,55182.10000000,32.57963100
2021-04-18 23:08:00,55182.09000000,55182.10000000,55120.69000000,55120.69000000,40.39851300
2021-04-18 23:09:00,55120.70000000,55267.98000000,55120.70000000,55237.91000000,62.38623800
2021-04-18 23:10:00,55237.91000000,55300.00000000,55220.93000000,55275.54000000,43.86038300
2021-04-18 23:11:00,55275.13000000,55279.63000000,55218.20000000,55279.63000000,43.67653600
2021-04-18 23:12:00,55279.63000000,55292.26000000,55220.07000000,55247.82000000,34.65795800
2021-04-18 23:13:00,55247.81000000,55295.59000000,55218.24000000,55224.76000000,34.27566900
2021-04-18 23:14:00,55224.77000000,55300.00000000,55190.47000000,55268.22000000,68.48146000
2021-04-18 23:15:00,55268.21000000,55377.00000000,55268.21000000,55295.86000000,70.74289900
2021-04-18 23:16:00,55302.91000000,55442.68000000,55302.88000000,55417.48000000,63.47511400
2021-04-18 23:17:00,55417.49000000,55484.20000000,55388.02000000,55473.47000000,59.10358200
2021-04-18 23:18:00,55473.48000000,55500.00000000,55448.15000000,55462.16000000,56.46681300
2021-04-18 23:19:00,55464.29000000,55464.29000000,55335.36000000,55381.02000000,97.74401500
2021-04-18 23:20:00,55381.03000000,55425.69000000,55273.70000000,55394.81000000,77.19565000
2021-04-18 23:21:00,55394.81000000,55425.09000000,55362.04000000,55367.63000000,68.69935400
2021-04-18 23:22:00,55371.93000000,55392.07000000,55306.73000000,55320.26000000,50.35742200
2021-04-18 23:23:00,55320.26000000,55407.78000000,55320.25000000,55373.19000000,50.14977800
2021-04-18 23:24:00,55373.20000000,55433.39000000,55365.32000000,55420.84000000,31.91774800
2021-04-18 23:25:00,55420.84000000,55427.49000000,55370.01000000,55377.37000000,70.99894000
2021-04-18 23:26:00,55377.37000000,55391.81000000,55323.01000000,55384.18000000,68.04388000
2021-04-18 23:27:00,55384.18000000,55409.65000000,55323.59000000,55346.53000000,59.53589300
2021-04-18 23:28:00,55346.51000000,55403.31000000,55325.50000000,55325.51000000,53.27167400
2021-04-18 23:29:00,55325.50000000,55390.00000000,55303.15000000,55379.64000000,48.28460900
2021-04-18 23:30:00,55379.64000000,55409.35000000,55331.28000000,55336.38000000,75.73422700
2021-04-18 23:31:00,55339.71000000,55346.08000000,55227.40000000,55260.82000000,61.74830800
2021-04-18 23:32:00,55260.82000000,55298.44000000,55200.08000000,55253.41000000,77.25736100
2021-04-18 23:33:00,55244.53000000,55346.65000000,55231.21000000,55301.16000000,88.15477700
2021-04-18 23:34:00,55301.16000000,55336.01000000,55251.31000000,55305.98000000,53.86122500
2021-04-18 23:35:00,55305.98000000,55305.98000000,55205.26000000,55213.03000000,59.20744100
2021-04-18 23:36:00,55213.04000000,55213.42000000,55028.19000000,55033.29000000,210.94838500
2021-04-18 23:37:00,55033.28000000,55081.26000000,55006.98000000,55038.51000000,88.26554000
2021-04-18 23:38:00,55038.51000000,55073.00000000,54937.32000000,54961.18000000,87.24252900
2021-04-18 23:39:00,54961.18000000,54962.43000000,54800.00000000,54806.16000000,120.77670600
2021-04-18 23:40:00,54806.16000000,54943.86000000,54806.15000000,54881.56000000,95.45839400
2021-04-18 23:41:00,54882.82000000,54961.00000000,54865.52000000,54929.34000000,77.90788400
2021-04-18 23:42:00,54929.35000000,55017.35000000,54914.66000000,54967.73000000,67.37785000
2021-04-18 23:43:00,54967.74000000,55031.42000000,54960.01000000,54985.61000000,60.59986600
2021-04-18 23:44:00,54990.65000000,55032.23000000,54960.74000000,54989.28000000,60.75139300
2021-04-18 23:45:00,54986.41000000,54989.28000000,54871.16000000,54899.22000000,87.33941600
2021-04-18 23:46:00,54902.90000000,54902.90000000,54700.00000000,54838.06000000,118.53539900
